pos;name;pais1;pais2;num;edad;team_name
Lateral derecho;Jorge Galvañ;España;;28;03/06/2003;hercules_alicante
Mediocentro;Roger Colomina;España;;6;15/04/1998;hercules_alicante
Mediocentro;Nassourou Ben Hamed;Camerún;;14;20/07/2002;hercules_alicante
Mediocentro;Carlos Mangada;España;;8;19/02/2001;hercules_alicante
Mediocentro;Josep Calavera;España;;23;02/10/1999;hercules_alicante
Mediocentro;Mehdi Puch;Argelia;Francia;37;20/01/2004;hercules_alicante
Mediocentro ofensivo;Andy Escudero;España;;7;10/07/1999;hercules_alicante
Mediocentro ofensivo;Fede Vico;España;;16;04/07/1994;hercules_alicante
Mediocentro ofensivo;Antonio Aranda;España;;22;07/10/2000;hercules_alicante
Mediocentro ofensivo;Oriol Soldevila;España;;-;26/03/2001;hercules_alicante
Extremo izquierdo;Nico Espinosa;España;;10;12/10/2000;hercules_alicante
Extremo derecho;Unai Ropero;España;;11;20/11/2001;hercules_alicante
Extremo derecho;Jeremy de León;Puerto Rico;;17;18/03/2004;hercules_alicante
Extremo derecho;Richie Dapaah;España;Ghana;12;24/01/2002;hercules_alicante
Delantero centro;Fran Sol;España;;19;13/03/1992;hercules_alicante
Delantero centro;Alberto Toril;España;;9;01/06/1997;hercules_alicante
Portero;Diego Fuoli;España;;1;20/10/1997;ce_sabadell
Portero;Nil Ruiz;España;;25;21/02/2003;ce_sabadell
Portero;José Ortega;España;;13;25/11/1991;ce_sabadell
Defensa central;Carlos García;España;;4;07/07/2000;ce_sabadell
Defensa central;Arthur Bonaldo;Brasil;Italia;5;18/02/1996;ce_sabadell
Defensa central;Kaiser;España;;15;04/04/1996;ce_sabadell
Lateral izquierdo;Genar Fornés;España;;3;17/01/2000;ce_sabadell
Lateral izquierdo;Sergi Segura;España;;21;30/08/1995;ce_sabadell
Lateral derecho;David Astals;España;;14;13/12/2001;ce_sabadell
Lateral derecho;Carlos Alemán;España;;2;30/09/2004;ce_sabadell
Mediocentro;Quadri Liameed;Nigeria;;22;08/04/2002;ce_sabadell
Mediocentro;Eneko Aguilar;España;;24;21/04/2000;ce_sabadell
Mediocentro;Albert Orriols;España;;20;02/12/1997;ce_sabadell
Mediocentro;Jan Molina;España;;6;30/03/2005;ce_sabadell
Mediocentro;Jordi Ortega;España;;18;23/02/2003;ce_sabadell
Mediocentro;Albert Tolosa;España;;26;;ce_sabadell
Extremo izquierdo;Javi López;España;;19;05/05/2001;ce_sabadell
Extremo izquierdo;Joel Priego;España;;23;01/04/1999;ce_sabadell
Extremo derecho;Xavi Moreno;España;;8;05/11/2004;ce_sabadell
Extremo derecho;Ton Ripoll;España;;7;27/05/1998;ce_sabadell
Extremo derecho;Rubén Martínez;España;;11;08/12/1989;ce_sabadell
Mediapunta;Miguelete;España;;10;09/05/2001;ce_sabadell
Delantero centro;Alan Godoy;España;;16;04/05/2003;ce_sabadell
Delantero centro;Agustín Coscia;Argentina;;17;08/04/1997;ce_sabadell
